Sample Index,Warnings,Timeline,Prediction
3198,Hardness: 186.713329 < 300; Conductivity: 473.5316111 < 800; Trihalomethanes: 43.28047646 < 80; Turbidity: 4.305513625 < 5,2023-Aug,Recyclable
1100,Hardness: 213.0411915 < 300; Conductivity: 284.0179948 < 800; Trihalomethanes: 74.67438321 < 80; Turbidity: 3.89891586 < 5,2023-Aug,Recyclable
3141,Hardness: 216.564702 < 300; Conductivity: 620.4489635 < 800; Turbidity: 3.400987615 < 5,2023-Aug,Recyclable
9060,Hardness: 158.1367676 < 300; Conductivity: 377.4793599 < 800; Trihalomethanes: 42.96766146 < 80; Turbidity: 4.513934077 < 5,2023-Aug,Recyclable
7241,Hardness: 186.639525 < 300; Conductivity: 383.8820525 < 800; Trihalomethanes: 66.93683772 < 80; Turbidity: 3.094070069 < 5,2023-Aug,Recyclable
6346,ph: 5.303307559 < 6.5; Hardness: 239.7401536 < 300; Conductivity: 551.0179409 < 800; Trihalomethanes: 79.70873877 < 80; Turbidity: 4.050113206 < 5,2023-Aug,Recyclable
1944,ph: 6.149185174 < 6.5; Hardness: 150.5635935 < 300; Conductivity: 431.651283 < 800; Trihalomethanes: 64.3949066 < 80; Turbidity: 4.275614874 < 5,2023-Aug,Recyclable
8691,Hardness: 176.5182942 < 300; Conductivity: 376.610593 < 800; Trihalomethanes: 50.59418191 < 80; Turbidity: 4.909380984 < 5,2023-Aug,Recyclable
4306,ph: 6.328878912 < 6.5; Hardness: 235.690956 < 300; Conductivity: 435.9633901 < 800; Turbidity: 4.456344523 < 5,2023-Aug,Recyclable
8065,ph: 6.350704038 < 6.5; Hardness: 200.0605596 < 300; Conductivity: 397.1809372 < 800; Trihalomethanes: 51.13293071 < 80; Turbidity: 4.123956252 < 5,2023-Aug,Recyclable
2565,ph: 6.449236657 < 6.5; Hardness: 218.9072878 < 300; Conductivity: 421.2968495 < 800; Trihalomethanes: 79.08553238 < 80; Turbidity: 4.065148002 < 5,2023-Aug,Recyclable
8052,ph: 6.266015148 < 6.5; Hardness: 151.4700421 < 300; Conductivity: 470.8736645 < 800; Trihalomethanes: 57.87550146 < 80; Turbidity: 3.785333301 < 5,2023-Aug,Recyclable
6079,Hardness: 219.556111 < 300; Conductivity: 282.1147834 < 800; Trihalomethanes: 64.96525071 < 80; Turbidity: 3.139882362 < 5,2023-Aug,Recyclable
7895,Hardness: 181.9477814 < 300; Conductivity: 434.8180378 < 800; Trihalomethanes: 69.07836828 < 80; Turbidity: 4.17764462 < 5,2023-Aug,Recyclable
8204,ph: 5.641700528 < 6.5; Hardness: 271.5572016 < 300; Conductivity: 444.0439583 < 800; Trihalomethanes: 72.70726207 < 80; Turbidity: 3.109299011 < 5,2023-Aug,Recyclable
9272,ph: 6.409008496 < 6.5; Hardness: 174.1560179 < 300; Conductivity: 657.7869388 < 800; Trihalomethanes: 68.78921141 < 80; Turbidity: 3.36337306 < 5,2023-Aug,Recyclable
8766,Hardness: 190.6017251 < 300; Conductivity: 414.8751428 < 800; Trihalomethanes: 50.70415976 < 80; Turbidity: 2.848194865 < 5,2023-Aug,Recyclable
7094,Hardness: 206.3492292 < 300; Conductivity: 370.2177962 < 800; Trihalomethanes: 66.70225432 < 80,2023-Aug,Recyclable
8270,Hardness: 186.0365751 < 300; Conductivity: 409.379921 < 800; Trihalomethanes: 63.44505804 < 80; Turbidity: 4.010122882 < 5,2023-Aug,Recyclable
7753,Hardness: 170.7437145 < 300; Conductivity: 544.2993261 < 800; Trihalomethanes: 77.33026871 < 80; Turbidity: 2.952619383 < 5,2023-Aug,Recyclable
4898,Hardness: 177.5289667 < 300; Conductivity: 507.3973022 < 800; Trihalomethanes: 35.30909468 < 80; Turbidity: 4.642434213 < 5,2023-Aug,Recyclable
5363,ph: 6.010742915 < 6.5; Hardness: 193.546765 < 300; Conductivity: 365.0365901 < 800; Trihalomethanes: 8.362331493 < 80; Turbidity: 2.1125712 < 5,2023-Aug,Recyclable
6504,Hardness: 207.5774447 < 300; Conductivity: 481.6490889 < 800; Trihalomethanes: 78.08453008 < 80; Turbidity: 3.226024669 < 5,2023-Aug,Recyclable
8522,Hardness: 233.2594737 < 300; Sulfate: 224.3176191 < 250; Conductivity: 402.0461454 < 800; Turbidity: 4.987805148 < 5,2023-Aug,Recyclable
664,Hardness: 188.7435625 < 300; Conductivity: 388.0658567 < 800; Trihalomethanes: 78.49941803 < 80; Turbidity: 2.72365054 < 5,2023-Aug,Recyclable
2329,Hardness: 186.5827058 < 300; Conductivity: 355.9372383 < 800; Trihalomethanes: 73.88561213 < 80; Turbidity: 2.574191772 < 5,2023-Aug,Recyclable
7801,Hardness: 224.8812095 < 300; Conductivity: 386.713569 < 800; Trihalomethanes: 59.48794003 < 80; Turbidity: 3.668768604 < 5,2023-Aug,Recyclable
1495,Hardness: 162.4782263 < 300; Conductivity: 507.027006 < 800; Trihalomethanes: 66.17982305 < 80; Turbidity: 4.533174155 < 5,2023-Aug,Recyclable
6024,Hardness: 199.679952 < 300; Conductivity: 489.0732858 < 800; Trihalomethanes: 46.08807638 < 80; Turbidity: 3.472717647 < 5,2023-Aug,Recyclable
1575,Hardness: 263.8576754 < 300; Conductivity: 427.8114563 < 800; Trihalomethanes: 77.81069949 < 80; Turbidity: 4.304051632 < 5,2023-Aug,Recyclable
8525,Hardness: 182.2721942 < 300; Conductivity: 383.4589574 < 800; Trihalomethanes: 76.44526079 < 80; Turbidity: 4.613981241 < 5,2023-Aug,Recyclable
2337,Hardness: 192.6858491 < 300; Conductivity: 299.8869966 < 800; Trihalomethanes: 46.06921286 < 80; Turbidity: 4.336648485 < 5,2023-Aug,Recyclable
5862,ph: 5.961236241 < 6.5; Hardness: 178.1763108 < 300; Conductivity: 472.5440105 < 800; Trihalomethanes: 46.87209168 < 80; Turbidity: 3.957720338 < 5,2023-Aug,Recyclable
1918,ph: 5.80897552 < 6.5; Hardness: 157.5522384 < 300; Conductivity: 377.6972828 < 800; Trihalomethanes: 69.4611111 < 80; Turbidity: 3.599933102 < 5,2023-Aug,Recyclable
4862,ph: 5.333811344 < 6.5; Hardness: 187.9916566 < 300; Conductivity: 535.0157465 < 800; Trihalomethanes: 74.2496714 < 80; Turbidity: 4.436854854 < 5,2023-Aug,Recyclable
5118,Hardness: 143.0286972 < 300; Conductivity: 574.1403678 < 800; Trihalomethanes: 36.43064072 < 80,2023-Aug,Recyclable
818,ph: 5.433466239 < 6.5; Hardness: 177.8283023 < 300; Conductivity: 490.2846741 < 800; Trihalomethanes: 58.41669861 < 80; Turbidity: 2.871196031 < 5,2023-Aug,Recyclable
2338,Hardness: 237.4971525 < 300; Conductivity: 478.8936157 < 800; Trihalomethanes: 53.67147849 < 80; Turbidity: 2.826111941 < 5,2023-Aug,Recyclable
9129,ph: 5.128732276 < 6.5; Hardness: 234.736649 < 300; Sulfate: 187.6995529 < 250; Conductivity: 444.7666585 < 800; Turbidity: 3.250351492 < 5,2023-Aug,Recyclable
2806,Hardness: 176.7534996 < 300; Conductivity: 427.9306866 < 800; Turbidity: 4.981833943 < 5,2023-Aug,Recyclable
8094,Hardness: 182.4488375 < 300; Conductivity: 383.7227445 < 800; Trihalomethanes: 76.53363998 < 80; Turbidity: 3.835077683 < 5,2023-Aug,Recyclable
1538,Hardness: 196.6498226 < 300; Conductivity: 324.2501476 < 800; Trihalomethanes: 69.37504408 < 80; Turbidity: 4.534960273 < 5,2023-Aug,Recyclable
8876,Hardness: 219.3645184 < 300; Conductivity: 492.893126 < 800; Trihalomethanes: 70.18607573 < 80; Turbidity: 2.716094607 < 5,2023-Aug,Recyclable
2322,Hardness: 241.3830971 < 300; Conductivity: 568.4205679 < 800; Trihalomethanes: 48.25957164 < 80; Turbidity: 3.542527793 < 5,2023-Sep,Recyclable
8562,ph: 5.069614258 < 6.5; Hardness: 136.7861516 < 300; Conductivity: 454.8694486 < 800; Trihalomethanes: 72.06687192 < 80; Turbidity: 4.365964234 < 5,2023-Sep,Recyclable
7811,Hardness: 222.8901952 < 300; Conductivity: 481.4305879 < 800; Trihalomethanes: 62.1358536 < 80; Turbidity: 4.451949426 < 5,2023-Sep,Recyclable
1149,Hardness: 176.7799465 < 300; Conductivity: 377.0662857 < 800; Trihalomethanes: 50.12412226 < 80; Turbidity: 4.641041336 < 5,2023-Sep,Recyclable
5006,Hardness: 166.604817 < 300; Conductivity: 369.2323477 < 800; Trihalomethanes: 68.71951099 < 80; Turbidity: 3.003160039 < 5,2023-Sep,Recyclable
3511,Hardness: 198.3682862 < 300; Conductivity: 518.2885112 < 800; Turbidity: 3.11119199 < 5,2023-Sep,Recyclable
3530,ph: 5.55937777 < 6.5; Hardness: 182.8208868 < 300; Conductivity: 596.4629032 < 800; Trihalomethanes: 79.14028175 < 80; Turbidity: 4.537819337 < 5,2023-Sep,Recyclable
9028,Hardness: 203.2868694 < 300; Conductivity: 337.0884097 < 800; Trihalomethanes: 68.81473517 < 80; Turbidity: 3.115310535 < 5,2023-Sep,Recyclable
2328,ph: 6.071838864 < 6.5; Hardness: 217.8265309 < 300; Chloramines: 3.521125217 < 4; Conductivity: 612.0949257 < 800; Trihalomethanes: 64.82630837 < 80; Turbidity: 2.691610395 < 5,2023-Sep,Recyclable
4022,ph: 6.05079782 < 6.5; Hardness: 248.6990624 < 300; Conductivity: 517.1693278 < 800; Trihalomethanes: 66.87245518 < 80; Turbidity: 4.33512267 < 5,2023-Sep,Recyclable
4954,Hardness: 154.8621984 < 300; Conductivity: 462.9537968 < 800; Turbidity: 3.4649977 < 5,2023-Sep,Recyclable
7458,Hardness: 147.3995051 < 300; Conductivity: 395.7974697 < 800; Trihalomethanes: 63.90664263 < 80; Turbidity: 3.686266168 < 5,2023-Sep,Recyclable
7060,Hardness: 211.0874348 < 300; Conductivity: 532.8236736 < 800; Turbidity: 4.444052025 < 5,2023-Sep,Recyclable
4720,Hardness: 198.5504664 < 300; Conductivity: 257.3830116 < 800; Trihalomethanes: 52.42574215 < 80; Turbidity: 3.228573683 < 5,2023-Sep,Recyclable
9787,Hardness: 177.4817853 < 300; Conductivity: 477.6802602 < 800; Trihalomethanes: 62.5017855 < 80; Turbidity: 4.759106808 < 5,2023-Sep,Recyclable
2722,Hardness: 246.629701 < 300; Conductivity: 434.395439 < 800; Trihalomethanes: 44.1493478 < 80; Turbidity: 3.730369857 < 5,2023-Sep,Recyclable
5670,ph: 6.23793112 < 6.5; Hardness: 189.9842603 < 300; Conductivity: 448.101488 < 800; Trihalomethanes: 74.54088458 < 80; Turbidity: 4.868492579 < 5,2023-Sep,Recyclable
4430,ph: 4.497671456 < 6.5; Hardness: 162.0697988 < 300; Chloramines: 3.025374974 < 4; Conductivity: 436.887027 < 800; Trihalomethanes: 65.19701064 < 80; Turbidity: 3.117950972 < 5,2023-Sep,Recyclable
743,Hardness: 178.7166329 < 300; Conductivity: 481.0735393 < 800; Turbidity: 2.743866752 < 5,2023-Sep,Recyclable
3438,Hardness: 191.4216873 < 300; Conductivity: 355.405409 < 800; Trihalomethanes: 63.791019 < 80; Turbidity: 1.774688875 < 5,2023-Sep,Recyclable
8950,Hardness: 233.5564518 < 300; Sulfate: 224.3333385 < 250; Conductivity: 402.173869 < 800,2023-Sep,Recyclable
4833,Hardness: 169.052183 < 300; Conductivity: 516.9475169 < 800; Trihalomethanes: 79.5729985 < 80; Turbidity: 4.590125265 < 5,2023-Sep,Recyclable
1606,ph: 6.442496436 < 6.5; Hardness: 183.0713549 < 300; Conductivity: 385.0148668 < 800; Turbidity: 2.891018879 < 5,2023-Sep,Recyclable
5593,Hardness: 202.9462929 < 300; Conductivity: 435.2531141 < 800; Trihalomethanes: 67.99147793 < 80; Turbidity: 3.368415776 < 5,2023-Sep,Recyclable
5318,ph: 6.387993133 < 6.5; Hardness: 211.2901585 < 300; Conductivity: 550.1189601 < 800; Trihalomethanes: 27.78745662 < 80; Turbidity: 3.653654406 < 5,2023-Sep,Recyclable
3299,Hardness: 197.5559512 < 300; Conductivity: 473.1696844 < 800; Trihalomethanes: 69.51038498 < 80; Turbidity: 3.681047827 < 5,2023-Sep,Recyclable
1910,ph: 5.284810115 < 6.5; Hardness: 148.8627584 < 300; Conductivity: 485.805431 < 800; Trihalomethanes: 60.94434264 < 80; Turbidity: 3.990242632 < 5,2023-Sep,Recyclable
5055,Hardness: 166.7891237 < 300; Conductivity: 527.4525676 < 800; Trihalomethanes: 55.96411659 < 80; Turbidity: 3.162167231 < 5,2023-Sep,Recyclable
5651,Hardness: 205.8879695 < 300; Conductivity: 478.9379275 < 800; Turbidity: 4.173129462 < 5,2023-Sep,Recyclable
7197,Hardness: 179.3352924 < 300; Conductivity: 435.9861824 < 800; Trihalomethanes: 79.39512642 < 80; Turbidity: 4.346510936 < 5,2023-Sep,Recyclable
7261,ph: 5.974880929 < 6.5; Hardness: 178.845392 < 300; Conductivity: 471.9230141 < 800; Trihalomethanes: 46.40600496 < 80; Turbidity: 3.266824658 < 5,2023-Sep,Recyclable
1211,ph: 6.114332051 < 6.5; Hardness: 178.4462857 < 300; Conductivity: 472.2554031 < 800; Trihalomethanes: 46.55261762 < 80; Turbidity: 3.68040999 < 5,2023-Sep,Recyclable
9693,Hardness: 205.7694549 < 300; Chloramines: 3.902200765 < 4; Conductivity: 515.9896977 < 800; Trihalomethanes: 47.98523451 < 80; Turbidity: 3.987860602 < 5,2023-Sep,Recyclable
5617,Hardness: 212.1772974 < 300; Conductivity: 395.229385 < 800; Trihalomethanes: 39.64101642 < 80; Turbidity: 3.675661475 < 5,2023-Sep,Recyclable
3268,Hardness: 207.3210857 < 300; Conductivity: 329.2660018 < 800; Trihalomethanes: 28.87860134 < 80; Turbidity: 3.442983035 < 5,2023-Sep,Recyclable
9473,ph: 4.694689728 < 6.5; Hardness: 173.7577332 < 300; Conductivity: 507.6254549 < 800; Trihalomethanes: 62.89471669 < 80; Turbidity: 3.885030563 < 5,2023-Sep,Recyclable
3658,Hardness: 266.5455686 < 300; Conductivity: 543.0467416 < 800; Trihalomethanes: 65.95769216 < 80,2023-Sep,Recyclable
8923,Hardness: 175.7259532 < 300; Conductivity: 468.4971595 < 800; Trihalomethanes: 71.06991024 < 80; Turbidity: 3.458677125 < 5,2023-Sep,Recyclable
1089,Hardness: 199.2853743 < 300; Conductivity: 454.73241 < 800; Turbidity: 3.822668715 < 5,2023-Sep,Recyclable
1071,Hardness: 216.7528722 < 300; Conductivity: 288.0685777 < 800; Trihalomethanes: 68.86186085 < 80; Turbidity: 3.891097334 < 5,2023-Sep,Recyclable
2424,Hardness: 156.3284648 < 300; Conductivity: 288.3514711 < 800; Trihalomethanes: 79.76584121 < 80; Turbidity: 3.709508878 < 5,2023-Sep,Recyclable
5763,Hardness: 133.2465355 < 300; Conductivity: 380.9249541 < 800; Trihalomethanes: 71.18246838 < 80; Turbidity: 3.981543437 < 5,2023-Sep,Recyclable
2421,ph: 5.258414737 < 6.5; Hardness: 210.9294949 < 300; Chloramines: 3.833901837 < 4; Conductivity: 363.5707949 < 800; Trihalomethanes: 36.15210329 < 80; Turbidity: 3.730792788 < 5,2023-Sep,Recyclable
8648,Hardness: 208.863561 < 300; Conductivity: 519.0868258 < 800; Trihalomethanes: 77.95261766 < 80; Turbidity: 4.977499464 < 5,2023-Sep,Recyclable
5357,Hardness: 203.7074316 < 300; Conductivity: 361.839174 < 800; Trihalomethanes: 54.77896569 < 80; Turbidity: 3.138066661 < 5,2023-Sep,Recyclable
712,ph: 3.681076271 < 6.5; Hardness: 144.2652699 < 300; Conductivity: 564.183824 < 800; Turbidity: 3.893070403 < 5,2023-Sep,Recyclable
1518,Hardness: 225.23176 < 300; Conductivity: 386.5820832 < 800; Trihalomethanes: 59.47401272 < 80; Turbidity: 4.095611813 < 5,2023-Sep,Recyclable
3297,Hardness: 147.987999 < 300; Conductivity: 420.8597389 < 800; Trihalomethanes: 51.3603489 < 80; Turbidity: 4.848190263 < 5,2023-Sep,Recyclable
1638,Hardness: 186.3655495 < 300; Conductivity: 288.3687128 < 800; Trihalomethanes: 72.18701487 < 80; Turbidity: 4.116263245 < 5,2023-Sep,Recyclable
367,Hardness: 240.2879117 < 300; Conductivity: 265.2511986 < 800; Turbidity: 4.497528597 < 5,2023-Sep,Recyclable
6198,ph: 4.847779488 < 6.5; Hardness: 142.138257 < 300; Conductivity: 439.2322282 < 800; Turbidity: 3.763491895 < 5,2023-Sep,Recyclable
2345,Hardness: 214.4043627 < 300; Conductivity: 494.9455371 < 800; Trihalomethanes: 70.04800689 < 80; Turbidity: 3.800552599 < 5,2023-Sep,Recyclable
9544,ph: 6.255005984 < 6.5; Hardness: 182.951356 < 300; Conductivity: 384.909466 < 800; Turbidity: 2.97899583 < 5,2023-Oct,Recyclable
8295,Hardness: 233.392072 < 300; Conductivity: 401.6336786 < 800; Trihalomethanes: 72.84772215 < 80; Turbidity: 4.560849619 < 5,2023-Oct,Recyclable
3182,Hardness: 197.2220664 < 300; Conductivity: 505.2959224 < 800; Trihalomethanes: 45.66041778 < 80; Turbidity: 3.053983121 < 5,2023-Oct,Recyclable
9707,ph: 6.161076334 < 6.5; Hardness: 225.8157009 < 300; Conductivity: 389.0298253 < 800; Trihalomethanes: 76.91795323 < 80; Turbidity: 3.44053365 < 5,2023-Oct,Recyclable
4545,Hardness: 158.2002579 < 300; Chloramines: 3.663568895 < 4; Sulfate: 247.4384326 < 250; Conductivity: 399.4175305 < 800; Trihalomethanes: 53.33169128 < 80; Turbidity: 4.318868704 < 5,2023-Oct,Recyclable
7040,Hardness: 263.7307474 < 300; Conductivity: 561.2440867 < 800; Trihalomethanes: 61.34136851 < 80; Turbidity: 3.93334657 < 5,2023-Oct,Recyclable
8543,Hardness: 229.0202096 < 300; Conductivity: 398.4656494 < 800; Trihalomethanes: 40.74389188 < 80; Turbidity: 4.575745789 < 5,2023-Oct,Recyclable
6422,Hardness: 188.2599749 < 300; Conductivity: 520.8892875 < 800; Trihalomethanes: 66.17982305 < 80; Turbidity: 4.536223726 < 5,2023-Oct,Recyclable
9109,Hardness: 193.8485053 < 300; Conductivity: 412.9264927 < 800; Trihalomethanes: 57.97915211 < 80; Turbidity: 4.848208624 < 5,2023-Oct,Recyclable
7636,ph: 3.619851326 < 6.5; Hardness: 244.5376745 < 300; Conductivity: 441.6018201 < 800; Trihalomethanes: 59.21252066 < 80; Turbidity: 4.655534169 < 5,2023-Oct,Recyclable
8082,Hardness: 214.272853 < 300; Conductivity: 468.978456 < 800,2023-Oct,Recyclable
1627,Hardness: 174.2805663 < 300; Conductivity: 479.9205378 < 800; Trihalomethanes: 60.33979353 < 80; Turbidity: 4.601351198 < 5,2023-Oct,Recyclable
7717,Hardness: 212.9710149 < 300; Conductivity: 404.9335172 < 800; Trihalomethanes: 56.37996674 < 80; Turbidity: 3.485545 < 5,2023-Oct,Recyclable
4819,ph: 6.194486119 < 6.5; Hardness: 188.8192511 < 300; Conductivity: 354.9466137 < 800; Turbidity: 4.389624752 < 5,2023-Oct,Recyclable
1997,Hardness: 216.6223922 < 300; Conductivity: 301.9535508 < 800; Trihalomethanes: 67.71258467 < 80; Turbidity: 3.960282114 < 5,2023-Oct,Recyclable
1773,Hardness: 128.2634658 < 300; Conductivity: 554.1390374 < 800; Turbidity: 4.147168618 < 5,2023-Oct,Recyclable
6133,Hardness: 184.2400075 < 300; Conductivity: 426.5334907 < 800; Turbidity: 4.526654779 < 5,2023-Oct,Recyclable
5310,Hardness: 254.9515186 < 300; Conductivity: 442.9698113 < 800,2023-Oct,Recyclable
2797,Hardness: 163.0472827 < 300; Conductivity: 441.5240883 < 800; Turbidity: 4.462408041 < 5,2023-Oct,Recyclable
7164,Hardness: 195.5372302 < 300; Conductivity: 321.6602868 < 800; Trihalomethanes: 72.83727557 < 80; Turbidity: 3.368266364 < 5,2023-Oct,Recyclable
7472,ph: 5.561713072 < 6.5; Hardness: 215.1980352 < 300; Conductivity: 282.9497999 < 800; Trihalomethanes: 55.19737043 < 80,2023-Oct,Recyclable
8551,Hardness: 185.3457697 < 300; Conductivity: 314.8431288 < 800; Trihalomethanes: 60.20725616 < 80; Turbidity: 4.929035006 < 5,2023-Oct,Recyclable
9703,ph: 5.705690361 < 6.5; Hardness: 201.7806321 < 300; Conductivity: 475.0082521 < 800; Trihalomethanes: 77.65280626 < 80; Turbidity: 4.237769506 < 5,2023-Oct,Recyclable
3177,Hardness: 180.4538713 < 300; Conductivity: 429.8599986 < 800; Trihalomethanes: 66.70047596 < 80; Turbidity: 3.365397495 < 5,2023-Oct,Recyclable
9324,Hardness: 283.6084265 < 300; Chloramines: 3.903685084 < 4; Conductivity: 525.5282354 < 800; Trihalomethanes: 54.72195377 < 80; Turbidity: 4.007331694 < 5,2023-Oct,Recyclable
3491,Hardness: 98.45107969 < 300; Conductivity: 512.5202041 < 800; Trihalomethanes: 59.21455688 < 80; Turbidity: 2.502060126 < 5,2023-Oct,Recyclable
2415,Hardness: 246.8635806 < 300; Chloramines: 3.440880124 < 4; Conductivity: 357.4984593 < 800; Trihalomethanes: 79.70553049 < 80; Turbidity: 3.837926004 < 5,2023-Oct,Recyclable
4435,Hardness: 194.3641478 < 300; Conductivity: 347.4869684 < 800; Trihalomethanes: 63.67567116 < 80; Turbidity: 3.657655575 < 5,2023-Oct,Recyclable
7965,Hardness: 167.542458 < 300; Conductivity: 437.5873382 < 800; Trihalomethanes: 62.06619144 < 80,2023-Oct,Recyclable
7973,Hardness: 193.3214064 < 300; Conductivity: 430.6697456 < 800; Trihalomethanes: 71.89102498 < 80; Turbidity: 2.610648306 < 5,2023-Oct,Recyclable
398,Hardness: 281.5821623 < 300; Conductivity: 347.9574985 < 800; Turbidity: 4.003819012 < 5,2023-Oct,Recyclable
2802,ph: 5.230453969 < 6.5; Hardness: 152.0941694 < 300; Conductivity: 307.9180751 < 800; Trihalomethanes: 51.62521311 < 80; Turbidity: 3.695615112 < 5,2023-Oct,Recyclable
3188,Hardness: 173.7393301 < 300; Conductivity: 531.5214444 < 800; Trihalomethanes: 37.76479828 < 80; Turbidity: 3.775014984 < 5,2023-Oct,Recyclable
6417,Hardness: 179.1717976 < 300; Conductivity: 435.6899213 < 800; Trihalomethanes: 79.44099201 < 80; Turbidity: 4.089199759 < 5,2023-Oct,Recyclable
9687,Hardness: 199.2791714 < 300; Conductivity: 344.6573185 < 800; Trihalomethanes: 72.92914379 < 80; Turbidity: 2.603420516 < 5,2023-Oct,Recyclable
5127,ph: 5.710525134 < 6.5; Hardness: 240.5835188 < 300; Conductivity: 492.0680194 < 800; Trihalomethanes: 44.87053766 < 80; Turbidity: 4.238619817 < 5,2023-Oct,Recyclable
9483,ph: 5.712144072 < 6.5; Hardness: 207.5842637 < 300; Conductivity: 511.7036442 < 800; Turbidity: 4.343143711 < 5,2023-Oct,Recyclable
9569,ph: 5.088721858 < 6.5; Hardness: 189.6904287 < 300; Conductivity: 334.0793905 < 800; Trihalomethanes: 50.4682814 < 80; Turbidity: 4.963461288 < 5,2023-Oct,Recyclable
3667,Hardness: 209.6383315 < 300; Conductivity: 421.5140585 < 800; Trihalomethanes: 76.07436899 < 80; Turbidity: 2.143227277 < 5,2023-Oct,Recyclable
3529,Hardness: 165.5592128 < 300; Conductivity: 368.9533566 < 800; Trihalomethanes: 66.45695212 < 80; Turbidity: 3.116741922 < 5,2023-Oct,Recyclable
9378,Hardness: 183.3597625 < 300; Conductivity: 295.8664146 < 800; Trihalomethanes: 62.18352096 < 80; Turbidity: 3.945507128 < 5,2023-Oct,Recyclable
2002,Hardness: 220.5018877 < 300; Conductivity: 536.1839 < 800; Trihalomethanes: 67.90175839 < 80; Turbidity: 4.557028866 < 5,2023-Oct,Recyclable
1611,Hardness: 191.6651832 < 300; Conductivity: 354.1018299 < 800; Turbidity: 4.600663396 < 5,2023-Oct,Recyclable
9221,Hardness: 135.0135677 < 300; Sulfate: 234.5410507 < 250; Conductivity: 391.8868099 < 800; Trihalomethanes: 66.17982305 < 80; Turbidity: 3.600765642 < 5,2023-Oct,Recyclable
1980,Hardness: 215.5337952 < 300; Conductivity: 349.4310989 < 800; Trihalomethanes: 65.83299007 < 80,2023-Oct,Recyclable
4273,Hardness: 181.6676414 < 300; Conductivity: 522.1728089 < 800; Trihalomethanes: 75.75233774 < 80; Turbidity: 2.878705707 < 5,2023-Oct,Recyclable
4014,Hardness: 185.5859485 < 300; Conductivity: 425.0730589 < 800; Turbidity: 3.431113334 < 5,2023-Oct,Recyclable
3993,Hardness: 198.0749272 < 300; Conductivity: 465.318023 < 800; Trihalomethanes: 61.92603377 < 80; Turbidity: 4.107977021 < 5,2023-Oct,Recyclable
3970,Hardness: 242.0034642 < 300; Conductivity: 529.1471424 < 800; Trihalomethanes: 62.25878789 < 80,2023-Oct,Recyclable
8284,Hardness: 144.8161611 < 300; Conductivity: 290.8443096 < 800; Trihalomethanes: 67.36860137 < 80,2023-Oct,Recyclable
7533,Hardness: 199.6388525 < 300; Conductivity: 347.2627691 < 800; Trihalomethanes: 61.35584063 < 80; Turbidity: 2.507491268 < 5,2023-Oct,Recyclable
2360,Hardness: 203.0690286 < 300; Conductivity: 412.3204898 < 800; Turbidity: 3.160818481 < 5,2023-Oct,Recyclable
3163,Hardness: 164.1681664 < 300; Conductivity: 430.2389206 < 800; Trihalomethanes: 63.10523427 < 80; Turbidity: 3.749818066 < 5,2023-Oct,Recyclable
5685,ph: 5.503604756 < 6.5; Hardness: 154.3082604 < 300; Conductivity: 490.5551144 < 800; Trihalomethanes: 69.86362429 < 80,2023-Oct,Recyclable
1125,Hardness: 148.6140018 < 300; Conductivity: 387.3997714 < 800; Trihalomethanes: 49.4804408 < 80; Turbidity: 3.911014707 < 5,2023-Oct,Recyclable
4148,Hardness: 110.7139046 < 300; Conductivity: 479.9861667 < 800; Trihalomethanes: 77.97087242 < 80; Turbidity: 2.711230853 < 5,2023-Oct,Recyclable
7020,Hardness: 236.5605461 < 300; Conductivity: 298.7534934 < 800; Trihalomethanes: 68.50833335 < 80; Turbidity: 4.061436331 < 5,2023-Oct,Recyclable
2027,Hardness: 176.7931521 < 300; Conductivity: 467.1483719 < 800; Trihalomethanes: 47.5323955 < 80; Turbidity: 3.735173416 < 5,2023-Oct,Recyclable
6254,ph: 6.144115669 < 6.5; Hardness: 166.8262968 < 300; Conductivity: 479.1146637 < 800; Trihalomethanes: 66.0983724 < 80; Turbidity: 3.130934889 < 5,2023-Oct,Recyclable
1942,Hardness: 171.722555 < 300; Conductivity: 359.4609502 < 800,2023-Oct,Recyclable
4370,ph: 5.660538004 < 6.5; Hardness: 160.5749745 < 300; Conductivity: 384.2557456 < 800; Trihalomethanes: 70.59480293 < 80; Turbidity: 4.113166963 < 5,2023-Oct,Recyclable
1947,ph: 4.704698462 < 6.5; Hardness: 160.2118222 < 300; Conductivity: 344.6937399 < 800; Trihalomethanes: 34.28841274 < 80; Turbidity: 4.109924712 < 5,2023-Nov,Recyclable
1619,Hardness: 205.1830198 < 300; Conductivity: 360.0589598 < 800; Trihalomethanes: 66.17982305 < 80; Turbidity: 4.526768327 < 5,2023-Nov,Recyclable
3252,ph: 4.868827135 < 6.5; Hardness: 258.6789588 < 300; Conductivity: 328.7645294 < 800; Trihalomethanes: 55.9682167 < 80; Turbidity: 3.255600174 < 5,2023-Nov,Recyclable
8006,Hardness: 182.1568988 < 300; Conductivity: 475.921792 < 800; Trihalomethanes: 60.92783925 < 80; Turbidity: 4.674691259 < 5,2023-Nov,Recyclable
5893,Hardness: 203.5372907 < 300; Conductivity: 401.3217139 < 800; Trihalomethanes: 53.05483934 < 80; Turbidity: 4.115492871 < 5,2023-Nov,Recyclable
1544,Hardness: 207.0507483 < 300; Conductivity: 523.241732 < 800; Turbidity: 4.263180268 < 5,2023-Nov,Recyclable
